ymd,race,order,no,odds
20140817,08,3,13,11
20140817,08,4,12,14.7
20140817,08,5,16,6.4
20140817,08,6,4,223.4
20140817,08,7,3,20.3
20140817,08,8,14,11.5
20140817,08,9,6,50.8
20140817,08,10,8,4.3
20140817,08,11,9,14.6
20140817,08,12,10,30.4
20140817,08,13,7,61.1
20140817,08,14,17,21.8
20140817,08,15,11,45.9
20140817,08,16,2,84.8
20140817,08,17,15,33.9
20140817,09,1,1,1.5
20140817,09,2,2,3.6
20140817,09,3,3,17.8
20140817,09,4,5,7.3
20140817,09,5,4,13.2
20140817,09,6,6,46.4
20140817,09,7,7,70.3
20140817,09,8,8,23.8
20140817,10,1,4,5.2
20140817,10,2,11,2.9
20140817,10,3,9,10.9
20140817,10,4,3,36
20140817,10,5,6,8.3
20140817,10,6,13,21.4
20140817,10,7,1,16.2
20140817,10,8,14,46.3
20140817,10,9,8,7.9
20140817,10,10,12,41.4
20140817,10,11,2,214.3
20140817,10,12,15,8.8
20140817,10,13,7,19.9
20140817,10,14,10,27.7
20140817,11,1,13,10.6
20140817,11,2,7,3.5
20140817,11,3,1,12.3
20140817,11,4,5,16.2
20140817,11,5,4,23.1
20140817,11,6,10,25.6
20140817,11,7,8,24.3
20140817,11,8,2,53.1
20140817,11,9,15,6.6
20140817,11,10,12,11.6
20140817,11,11,6,64.2
20140817,11,12,11,4.8
20140817,11,13,14,17.4
20140817,11,14,17,104.1
20140817,11,15,9,15.3
20140817,11,16,3,306.4
20140817,12,2,12,14.7
20140817,12,3,17,8.3
20140817,12,4,4,5.2
20140817,12,5,13,9.1
20140817,12,6,6,25.5
20140817,12,7,18,17.7
20140817,12,8,1,8.4
20140817,12,9,16,148.6
20140817,12,10,5,72
20140817,12,11,3,101.3
20140817,12,12,9,12.9
20140817,12,13,15,3.5
20140817,12,14,7,29.1
20140817,12,15,11,57.7
20140817,12,16,10,72
20140817,12,17,2,322.8
20140817,12,18,8,209.8
20140817,01,1,13,5.8
20140817,01,2,3,6.1
20140817,01,3,10,31.5
20140817,01,4,12,28
20140817,01,5,2,5.4
20140817,01,6,4,2.4
20140817,01,7,15,21.4
20140817,01,8,7,22.7
20140817,01,9,11,59.9
20140817,01,10,5,119.2
20140817,01,11,14,177.1
20140817,01,12,1,22.5
20140817,01,13,17,357.4
20140817,01,14,9,453.5
20140817,01,15,16,88
20140817,01,16,8,47.4
20140817,01,17,6,304
20140817,01,18,18,18.4
20140817,02,1,8,4.9
20140817,02,2,10,2.4
20140817,02,3,13,10.5
20140817,02,4,12,44.2
20140817,02,5,6,169.5
20140817,02,6,5,15.9
20140817,02,7,11,226
20140817,02,8,15,9.3
20140817,02,9,9,23.8
20140817,02,10,7,43.2
20140817,02,11,2,182.2
20140817,02,12,4,299.5
20140817,02,13,14,6.5
20140817,02,14,3,8.4
20140817,02,15,1,195
20140817,03,1,14,39.6
20140817,03,2,7,8.3
20140817,03,3,12,126
20140817,03,4,4,10.4
20140817,03,5,8,3.5
20140817,03,6,13,16.2
20140817,03,7,2,15.5
20140817,03,8,11,11.2
20140817,03,9,9,6.8
20140817,03,10,1,53.1
20140817,03,11,3,152.7
20140817,03,12,16,5.1
20140817,03,13,10,18.7
20140817,03,14,6,222.5
20140817,03,15,5,269
20140817,04,1,9,2.9
20140817,04,2,6,5.2
20140817,04,3,2,9.9
20140817,04,4,13,9.5
20140817,04,5,4,16
20140817,04,6,12,22.9
20140817,04,7,14,41.3
20140817,04,8,10,33.3
20140817,04,9,11,20.7
20140817,04,10,5,5.1
20140817,04,11,16,77.2
20140817,04,12,8,35.3
20140817,04,13,1,44.1
20140817,04,14,17,182.2
20140817,04,15,7,84.5
20140817,04,16,3,55.6
20140817,04,17,15,299.9
20140817,04,18,18,213.7
20140817,05,1,8,6.9
20140817,05,2,3,5.4
20140817,05,3,1,38.7
20140817,05,4,7,9.2
20140817,05,5,9,14.7
20140817,05,6,4,1.6
20140817,05,7,5,79.1
20140817,05,8,6,24.3
20140817,05,9,2,19.4
20140817,06,1,6,7.5
20140817,06,2,14,4
20140817,06,3,10,28.8
20140817,06,4,13,313.8
20140817,06,5,11,17.2
20140817,06,6,9,30.5
20140817,06,7,7,71.6
20140817,06,8,4,9
20140817,06,9,5,2.2
20140817,06,10,12,58.7
20140817,06,11,16,19.5
20140817,06,12,15,34
20140817,06,13,8,59.1
20140817,06,14,2,95.2
20140817,06,15,3,23.7
20140817,06,16,1,265.4
20140817,07,1,9,6
20140817,07,2,7,4.6
20140817,07,3,13,33.7
20140817,07,4,11,60.4
20140817,07,5,3,8
20140817,07,6,6,17.1
20140817,07,7,8,10.2
20140817,07,8,12,3.7
20140817,07,9,4,31
20140817,07,10,1,8.6
20140817,07,11,5,9.6
20140817,07,12,14,113.3
20140817,07,13,10,69.1
20140817,08,1,8,7.2
20140817,08,2,3,5.4
20140817,08,3,12,2.6
20140817,08,4,1,11.1
20140817,08,5,11,15.3
20140817,08,6,4,125.4
20140817,08,7,14,34.2
20140817,08,8,16,18.9
20140817,08,9,15,126
20140817,08,10,7,6.4
20140817,08,11,9,138.2
20140817,08,12,2,27.4
20140817,08,13,10,107.7
20140817,08,14,13,31.9
20140817,08,15,6,18.7
20140817,08,16,5,271.9
20140817,09,1,6,3.9
20140817,09,2,4,12.3
20140817,09,3,9,24
20140817,09,4,8,12.5
20140817,09,5,3,33.3
20140817,09,6,1,25.2
20140817,09,7,11,4.3
20140817,09,8,10,2.1
20140817,09,9,5,99.9
20140817,09,10,2,234.8
20140817,09,11,7,37.6
20140817,10,1,2,8.8
20140817,10,2,1,3.3
20140817,10,3,8,3.5
20140817,10,4,11,6.2
20140817,10,5,7,4.2
20140817,10,6,5,106.5
20140817,10,7,4,21.6
20140817,10,8,9,236.7
20140817,10,9,10,52.9
20140817,10,10,6,128.5
20140817,10,11,12,30.3
20140817,10,12,3,25
20140817,11,1,15,4.7
20140817,11,2,2,10.1
20140817,11,3,8,10.6
20140817,11,4,3,194.8
20140817,11,5,9,21.1
20140817,11,6,11,28.1
20140817,11,7,12,14.3
20140817,11,8,5,57.1
20140817,11,9,13,2.8
20140817,11,10,1,9.9
20140817,11,11,4,82.8
20140817,11,12,6,68.1
20140817,11,13,7,14.8
20140817,11,14,10,38.1
20140817,11,15,14,9.4
20140817,12,1,6,4.8
20140817,12,2,9,6.1
20140817,12,3,1,21
20140817,12,4,2,7.3
20140817,12,5,3,3.3
20140817,12,6,12,10.3
20140817,12,7,4,51.9
20140817,12,8,10,20.7
20140817,12,9,13,22.3
20140817,12,10,11,7.3
20140817,12,11,8,43.7
20140817,12,12,7,112.6
20140817,12,13,5,59.1
20140823,01,1,9,20.7
20140823,01,2,1,5.5
20140823,01,3,2,22.6
20140823,01,4,6,3
20140823,01,5,8,7.9
20140823,01,6,11,62.9
20140823,01,7,3,21.2
20140823,01,8,4,9.2
20140823,01,9,13,5.4
20140823,01,10,5,12.3
20140823,01,11,12,157.8
20140823,01,12,10,37
20140823,01,13,7,19.2
20140823,02,1,3,12.7
20140823,02,2,4,3.1
20140823,02,3,11,2.1
20140823,02,4,7,42.8
20140823,02,5,10,11.7
20140823,02,6,8,76.1
20140823,02,7,5,8.2
20140823,02,8,2,17.4
20140823,02,9,1,191.5
20140823,02,10,6,54.2
20140823,02,11,9,13.3
20140823,03,1,6,1.7
20140823,03,2,7,22.7
20140823,03,3,1,16.3
20140823,03,4,11,41.7
20140823,03,5,10,19.5
20140823,03,6,13,49.1
20140823,03,7,9,16.3
20140823,03,8,2,81.2
20140823,03,9,3,35.1
20140823,03,10,12,4.2
20140823,03,11,8,21.1
20140823,03,12,4,143.8
20140823,04,1,5,22
20140823,04,2,3,34.9
20140823,04,3,1,12.3
20140823,04,4,13,5.9
20140823,04,5,4,36.6
20140823,04,6,8,5.2
20140823,04,7,2,337.2
20140823,04,8,12,17.7
20140823,04,9,6,1.6
20140823,04,10,10,339.3
20140823,04,11,7,156.8
20140823,04,12,11,306.2
20140823,05,1,1,1.8
20140823,05,2,2,9.2
20140823,05,3,3,32
20140823,05,4,4,14
20140823,05,5,12,6.5
20140823,05,6,7,47.9
20140823,05,7,6,25.1
20140823,05,8,9,34.7
20140823,05,9,10,26.9
20140823,05,10,5,5
20140823,05,11,8,90.1
20140823,05,12,11,155.1
20140823,06,1,3,11.1
20140823,06,2,2,4.4
20140823,06,3,15,43.3
20140823,06,4,4,131.7
20140823,06,5,6,3.9
20140823,06,6,8,20.1
20140823,06,7,9,14
20140823,06,8,10,33.1
20140823,06,9,5,20.4
20140823,06,10,1,7.1
20140823,06,11,13,75.6
20140823,06,12,16,329
20140823,06,13,12,11.1
20140823,06,14,14,16.8
20140823,06,15,11,7.1
20140823,06,16,7,105.5
20140823,07,1,11,2.6
20140823,07,2,5,4.9
20140823,07,3,10,41.3
20140823,07,4,12,31
20140823,07,5,7,3.4
20140823,07,6,3,15.3
20140823,07,7,4,8.8
20140823,07,8,6,25.2
20140823,07,9,8,15.2
20140823,07,10,1,68.4
20140823,07,11,2,39.8
20140823,07,12,9,171.7
20140823,08,1,1,12.1
20140823,08,2,3,11.6
20140823,08,3,13,3.3
20140823,08,4,4,6.5
20140823,08,5,8,3.6
20140823,08,6,2,12.5
20140823,08,7,11,39.7
20140823,08,8,9,11.5
20140823,08,9,6,26.7
20140823,08,10,10,13.8
20140823,08,11,12,62.4
20140823,08,12,5,105.8
20140823,08,13,7,38.1
20140823,09,1,8,27.5
20140823,09,2,11,16.5
20140823,09,3,1,17.5
20140823,09,4,2,6.3
20140823,09,5,12,3.7
20140823,09,6,10,7.6
20140823,09,7,4,3.9
20140823,09,8,5,4.1
20140823,09,9,3,131.7
20140823,09,10,6,154.9
20140823,09,11,7,117.8
20140823,09,12,9,52.9
20140823,10,1,9,2
20140823,10,2,4,9.9
20140823,10,3,7,3.1
20140823,10,4,3,8.2
20140823,10,5,8,19.1
20140823,10,6,5,42.5
20140823,10,7,1,54.7
20140823,10,8,6,14
20140823,10,9,2,16.4
20140823,11,1,11,7.7
20140823,11,2,5,7.5
20140823,11,3,10,15.7
20140823,11,4,2,77.7
20140823,11,5,3,5.7
20140823,11,6,9,5.9
20140823,11,7,15,10
20140823,11,7,16,4.3
20140823,11,9,4,18.2
20140823,11,10,1,35.6
20140823,11,11,7,28
20140823,11,12,13,110.6
20140823,11,13,14,104.9
20140823,11,14,12,12.6
20140823,11,15,8,180
20140823,11,16,6,52.9
20140823,12,1,7,1.8
20140823,12,2,10,7.3
20140823,12,3,6,25
20140823,12,4,4,54
20140823,12,5,8,47
20140823,12,6,1,7.7
20140823,12,7,13,15.4
20140823,12,8,5,6.9
20140823,12,9,2,13.8
20140823,12,10,9,94.8
20140823,12,11,3,28.8
20140823,12,12,12,29.3
20140823,12,13,14,87
20140823,12,14,11,305.6
20140823,01,1,12,19.8
20140823,01,2,6,22.8
20140823,01,3,5,2.8
20140823,01,4,9,13.7
20140823,01,5,13,12
20140823,01,6,14,5
20140823,01,7,17,17.6
20140823,01,8,18,4.7
20140823,01,9,16,40.2
20140823,01,10,1,214.6
20140823,01,11,8,34.7
20140823,01,12,11,346.2
20140823,01,13,15,80.6
20140823,01,14,10,16.4
20140823,01,15,7,41.3
20140823,01,16,3,92.1
20140823,01,17,2,195.2
20140823,01,18,4,115.6
20140823,02,1,13,4.1
20140823,02,2,15,10.4
20140823,02,3,10,3.9
20140823,02,4,14,19.3
20140823,02,5,9,7.8
20140823,02,6,6,7.1
20140823,02,7,1,17.2
20140823,02,8,12,14.3
20140823,02,9,2,9.9
20140823,02,10,5,127.9
20140823,02,11,7,61
20140823,02,12,4,192.1
20140823,02,13,11,187.4
20140823,02,14,8,323.4
20140823,02,15,3,12.9
20140823,03,1,4,32
20140823,03,2,2,42.7
20140823,03,3,3,7.9
20140823,03,4,11,4.4
20140823,03,5,10,6.2
20140823,03,6,8,14.2
20140823,03,7,14,11.7
20140823,03,8,13,34.3
20140823,03,9,5,28.6
20140823,03,10,9,90.1
20140823,03,11,15,52.2
20140823,03,12,18,53.1
20140823,03,13,16,2.9
20140823,03,14,7,163.3
20140823,03,15,1,31.6
20140823,03,16,12,86.7
20140823,03,17,6,229.6
20140823,03,18,17,46.9
20140823,04,1,13,4.7
20140823,04,2,7,19.1
20140823,04,3,10,19.1
20140823,04,4,2,12.3
20140823,04,5,11,1.4
20140823,04,6,9,181.4
20140823,04,7,4,48
20140823,04,8,3,27.7
20140823,04,9,1,38.4
20140823,04,10,5,84.9
20140823,04,11,12,36.9
20140823,04,12,8,142.4
20140823,04,13,6,156
20140823,04,14,14,58.5
20140823,04,15,15,376.1
20140823,05,1,6,10.5
20140823,05,2,7,1.8
20140823,05,3,5,7.8
20140823,05,4,8,21
20140823,05,5,13,40.9
20140823,05,6,17,13.6
20140823,05,7,11,272.1
20140823,05,8,10,6.5
20140823,05,9,2,90
20140823,05,10,14,175.8
20140823,05,11,16,77.1
20140823,05,12,4,174
20140823,05,13,18,81.1
20140823,05,14,15,10.5
20140823,05,15,9,220.7
20140823,05,16,12,98.4
20140823,05,17,3,166.6
20140823,05,18,1,93.2
20140823,06,1,7,1.8
20140823,06,2,2,27.2
20140823,06,3,8,17
20140823,06,4,4,5
20140823,06,5,10,28.6
20140823,06,6,14,31.6
20140823,06,7,5,39.9
20140823,06,8,12,38.2
20140823,06,9,11,12
20140823,06,10,9,5.4
20140823,06,11,1,139.5
20140823,06,12,6,35.9
20140823,06,13,13,184
20140823,06,14,3,192.9
20140823,07,2,2,8.5
20140823,07,3,17,15
20140823,07,4,10,6.6
20140823,07,5,15,10.7
20140823,07,6,8,20.1
20140823,07,7,13,75.3
20140823,07,8,6,138.2
20140823,07,9,7,7.4
20140823,07,10,12,135.6
20140823,07,11,1,6.3
20140823,07,12,14,70.1
20140823,07,13,5,210.2
20140823,07,14,11,7
20140823,07,15,4,214.6
20140823,07,16,18,148.6
20140823,07,17,3,42
20140823,07,18,9,83.2
20140823,08,1,1,3
20140823,08,2,6,21.8
20140823,08,3,15,16.9
20140823,08,4,10,6.2
20140823,08,5,8,23.6
20140823,08,6,7,5
20140823,08,7,5,45.9
20140823,08,8,13,11.8
20140823,08,9,9,245.4
20140823,08,10,14,5.2
20140823,08,11,3,14.6
20140823,08,12,12,62.6
20140823,08,13,11,187.9
20140823,08,14,4,43.3
20140823,08,15,2,246.4
20140823,09,1,7,2.3
20140823,09,2,9,13.8
20140823,09,3,5,10.1
20140823,09,4,2,24.8
20140823,09,5,11,12
20140823,09,6,10,22.3
20140823,09,7,12,4.8
20140823,09,8,3,23.1
20140823,09,9,8,467.4
20140823,09,10,4,7.7
20140823,09,11,14,58.8
20140823,09,12,13,144.1
20140823,09,13,15,15.6
20140823,09,14,1,166.1
20140823,09,15,6,169.4
20140823,10,1,10,8.2
20140823,10,2,4,50.5
20140823,10,3,9,2.3
20140823,10,4,14,21.3
20140823,10,5,15,4.8
20140823,10,6,13,15.9
20140823,10,7,6,3.7
20140823,10,8,8,47.2
20140823,10,9,11,130.4
20140823,10,10,3,32.1
20140823,10,11,1,152.1
20140823,10,12,7,45.6
20140823,10,13,5,160.5
20140823,10,14,12,149
20140823,10,15,2,114.7
20140823,11,1,10,3.7
20140823,11,2,9,6.1
20140823,11,3,7,27.3
20140823,11,4,3,18.4
20140823,11,5,1,7
20140823,11,6,2,4
20140823,11,7,6,3.7
20140823,11,8,11,24.3
20140823,11,9,4,47.2
20140823,11,10,8,114.9
20140823,11,11,5,209.8
20140823,12,1,15,1.7
20140823,12,2,8,6.6
20140823,12,3,4,18.8
20140823,12,4,10,46.6
20140823,12,5,2,32.2
20140823,12,6,3,32.2
20140823,12,7,9,43
20140823,12,8,1,50.6
20140823,12,9,6,24.5
20140823,12,10,13,13.6
20140823,12,11,5,187.1
20140823,12,12,12,6.4
20140823,12,13,14,107.2
20140823,12,14,7,149
20140823,12,15,11,13.4
20140823,01,1,7,8.1
20140823,01,2,6,5.3
20140823,01,3,11,3.8
20140823,01,4,12,4.2
20140823,01,5,2,22.4
20140823,01,6,4,20.2
20140823,01,7,13,11
20140823,01,8,5,177.9
20140823,01,9,14,48.1
20140823,01,10,9,72.3
20140823,01,11,16,231.9
20140823,01,12,8,10.7
20140823,01,13,10,20.1
20140823,01,14,17,47.9
20140823,01,15,1,67.6
20140823,01,16,3,111.6
20140823,01,17,15,90.6
20140823,01,18,18,66.9
20140823,02,1,4,1.4
20140823,02,2,11,18.6
20140823,02,3,1,19
20140823,02,4,12,22.4
20140823,02,5,14,17.4
20140823,02,6,2,41.6
20140823,02,7,13,10.6
20140823,02,8,8,21.1
20140823,02,9,6,101.3
20140823,02,10,15,225
20140823,02,11,3,36.9
20140823,02,12,5,9
20140823,02,12,10,173.5
20140823,02,14,9,47.5
20140823,02,15,7,387.2
20140823,02,16,16,330.9
20140823,03,1,6,1.7
20140823,03,2,1,27.2
20140823,03,3,3,39.8
20140823,03,4,13,24.1
20140823,03,5,5,55.6
20140823,03,5,12,4.4
20140823,03,7,2,68.6
20140823,03,8,9,8
20140823,03,9,4,45.1
20140823,03,10,14,8.4
20140823,03,11,11,231.2
20140823,03,12,7,254.4
20140823,03,13,10,170.1
20140823,03,14,8,21.8
20140823,04,1,4,28.2
20140823,04,2,1,6.6
20140823,04,3,2,1.5
20140823,04,4,10,24.7
20140823,04,5,5,6.4
20140823,04,6,8,48.1
20140823,04,7,7,11
20140823,04,8,6,22.4
20140823,04,9,3,143.6
20140823,04,10,9,21.2
20140823,05,1,6,1.8
20140823,05,2,1,7
20140823,05,3,8,2.9
20140823,05,4,9,15
20140823,05,5,7,37.2
20140823,05,6,5,96.4
20140823,05,7,2,36.7
20140823,05,8,4,13.1
20140823,05,9,3,125.4
20140823,06,1,18,2
20140823,06,2,9,15.7
20140823,06,3,17,4.6
20140823,06,4,1,109.5
20140823,06,5,13,46.1
20140823,06,6,3,8.5
20140823,06,7,10,5.9
20140823,06,8,7,90.6
20140823,06,9,16,249.4
20140823,06,10,4,444.8
20140823,06,11,12,16.8
20140823,06,12,5,74.6
20140823,06,13,2,387
20140823,06,14,11,122.8
20140823,06,15,6,279.9
20140823,06,16,14,21.5
20140823,06,17,8,334.9
20140823,06,18,15,338.3
20140823,07,1,1,3.8
20140823,07,2,15,6.6
20140823,07,3,16,77.6
20140823,07,4,12,18.3
20140823,07,5,13,11
20140823,07,6,3,2.7
20140823,07,7,6,115.3
20140823,07,8,8,25.8
20140823,07,9,4,45.1
20140823,07,10,10,66.7
20140823,07,11,5,7.2
20140823,07,12,11,242.5
20140823,07,13,2,253.7
20140823,07,14,7,65.5
20140823,07,15,9,16.9
20140823,07,16,14,98.6
20140823,08,1,5,5
20140823,08,2,6,12.1
20140823,08,3,9,5.9
20140823,08,4,10,30.3
20140823,08,5,7,16.5
20140823,08,6,1,8.6
20140823,08,7,2,5.1
20140823,08,8,8,2.6
20140823,08,9,4,104.9
20140823,08,10,3,58.9
20140823,09,1,9,15.9
20140823,09,2,5,1.8
20140823,09,3,2,26.7
20140823,09,4,4,4.8
20140823,09,5,3,11.7
20140823,09,6,8,14.3
20140823,09,7,7,88.9
20140823,09,8,6,4.4
20140823,09,9,1,98.9
20140823,10,1,14,4.9
20140823,10,2,9,21.8
20140823,10,3,7,2
20140823,10,4,12,25.9
20140823,10,5,15,36.1
20140823,10,6,2,19
20140823,10,7,1,25.6
20140823,10,8,5,6.9
20140823,10,9,3,22.8
20140823,10,10,4,22.7
20140823,10,11,13,11.4
20140823,10,12,11,112.4
20140823,10,13,6,43.6
20140823,10,14,8,167.8
20140823,10,15,10,192.8
20140823,11,1,5,1.9
20140823,11,2,2,23.9
20140823,11,3,7,7.8
20140823,11,4,9,13.5
20140823,11,5,15,15.5
20140823,11,6,6,13.5
20140823,11,7,8,40.5
20140823,11,8,12,98.2
20140823,11,9,4,201
20140823,11,10,1,102
20140823,11,11,13,4.3
20140823,11,12,3,311.6
20140823,11,13,16,342.6
20140823,11,14,10,26.1
20140823,11,15,11,147.3
20140823,11,16,14,79.3
20140823,12,1,2,10.7
20140823,12,2,6,3.1
20140823,12,3,12,26.7
20140823,12,4,8,11.2
20140823,12,5,7,5.2
20140823,12,6,1,5.9
20140823,12,7,4,107.1
20140823,12,8,10,7.1
20140823,12,9,3,148
20140823,12,10,13,26.2
20140823,12,11,11,30.8
20140823,12,12,5,8.2
20140823,12,13,9,118.6
20140824,01,1,6,4.2
20140824,01,2,5,6.4
20140824,01,3,3,16.8
20140824,01,4,1,4.4
20140824,01,5,8,36.1
20140824,01,6,9,18.1
20140824,01,7,7,75.1
20140824,01,8,4,2.6
20140824,01,9,2,9.1
20140824,02,1,2,25
20140824,02,2,5,1.8
20140824,02,3,4,59.1
20140824,02,4,1,9.4
20140824,02,5,11,10.8
20140824,02,6,8,138.6
20140824,02,7,7,26.4
20140824,02,8,6,7.1
20140824,02,9,3,5.1
20140824,02,10,12,29.5
20140824,02,11,9,23.9
20140824,02,12,10,268.7
20140824,03,1,1,1.7
20140824,03,2,3,4.7
20140824,03,3,4,138.9
20140824,03,4,6,55.5
20140824,03,5,11,5.2
20140824,03,6,10,47.3
20140824,03,7,9,183.3
20140824,03,8,2,13.5
20140824,03,9,8,48.7
20140824,03,10,7,210.7
20140824,03,11,13,11.6
20140824,03,12,12,34.6
20140824,03,13,5,189.3
20140824,04,1,2,2
20140824,04,2,11,6.5
20140824,04,3,15,24.2
20140824,04,4,16,5.2
20140824,04,5,9,22.3
20140824,04,6,8,15.5
20140824,04,7,12,6
20140824,04,8,5,74.5
20140824,04,9,1,44.9
20140824,04,10,13,59.1
20140824,04,11,14,176.8
20140824,04,12,7,220.6
20140824,04,13,3,92.4
20140824,04,14,10,173.7
20140824,04,15,6,258.9
20140824,04,16,4,92.6
20140824,05,1,3,4.8
20140824,05,2,11,14.3
20140824,05,3,8,2
20140824,05,4,10,8.1
20140824,05,5,5,4.7
20140824,05,6,7,46.9
20140824,05,7,2,11.5
20140824,05,8,1,57.3
20140824,05,9,4,103.2
20140824,05,10,6,111.1
20140824,05,11,9,62
20140824,06,1,10,2.5
20140824,06,2,11,6.5
20140824,06,3,8,39.6
20140824,06,4,9,12.5
20140824,06,5,3,3.8
20140824,06,6,5,74.2
20140824,06,7,7,42.9
20140824,06,8,12,26.8
20140824,06,9,2,14.6
20140824,06,10,1,9.1
20140824,06,11,4,189.6
20140824,06,12,6,11.7
20140824,07,1,10,3.5
20140824,07,2,4,8.5
20140824,07,3,1,18.9
20140824,07,4,6,5.3
20140824,07,5,3,27
20140824,07,6,5,50.6
20140824,07,7,12,13.1
20140824,07,8,2,11
20140824,07,9,9,98.5
20140824,07,10,8,20.1
20140824,07,11,11,3.7
20140824,07,12,7,15.5
20140824,08,1,2,8.8
20140824,08,2,3,3.9
20140824,08,3,8,6.7
20140824,08,4,4,11.5
20140824,08,5,5,23.4
20140824,08,6,13,5.9
20140824,08,7,10,25.4
20140824,08,8,7,15.6
20140824,08,9,6,60.9
20140824,08,10,14,7.6
20140824,08,11,16,27.5
20140824,08,12,9,115.1
20140824,08,13,15,68.4
20140824,08,14,12,68.2
20140824,08,15,1,27
20140824,08,16,11,13.1
20140824,09,1,12,12.9
20140824,09,2,14,9.8
20140824,09,3,15,18.4
20140824,09,4,2,109.3
20140824,09,5,1,2.9
20140824,09,6,9,14.6
20140824,09,7,13,7.2
20140824,09,8,5,13.9
20140824,09,9,7,13
20140824,09,10,16,27.5
20140824,09,11,11,42.3
20140824,09,12,6,9.3
20140824,09,13,4,26.6
20140824,09,14,8,114.4
20140824,09,15,10,71.3
20140824,09,16,3,10.8
20140824,10,1,9,2.9
20140824,10,2,8,15.7
20140824,10,3,3,2.2
20140824,10,4,12,19.6
20140824,10,5,5,23.4
20140824,10,6,7,14.9
20140824,10,7,2,61.7
20140824,10,8,11,6.4
20140824,10,9,13,204.1
20140824,10,10,10,70.1
20140824,10,11,1,84.4
20140824,10,12,6,31.6
20140824,10,13,4,105.9
20140824,11,1,8,3.7
20140824,11,2,5,1.8
20140824,11,3,10,55.7
20140824,11,4,11,21.5
20140824,11,5,7,20.1
20140824,11,6,3,118.1
20140824,11,7,2,96.9
20140824,11,8,1,8.6
20140824,11,9,14,60.1
20140824,11,10,13,72.4
20140824,11,11,6,7.5
20140824,11,12,4,158.3
20140824,11,13,12,73.9
20140824,11,14,9,93.5
20140824,12,1,7,10.4
20140824,12,2,3,18.6
20140824,12,3,5,6.3
20140824,12,4,8,7.9
20140824,12,5,12,5.6
20140824,12,6,9,2.9
20140824,12,7,4,18.9
20140824,12,8,14,7.2
20140824,12,9,6,21.4
20140824,12,10,10,71.2
20140824,12,11,15,120.8
20140824,12,12,11,54.1
20140824,12,13,1,65.2
20140824,12,14,2,157.7
20140824,01,1,7,2.3
20140824,01,2,8,5.4
20140824,01,3,3,4.1
20140824,01,4,9,14.9
20140824,01,5,2,43.2
20140824,01,6,1,20
20140824,01,7,13,11
20140824,01,8,11,25.1
20140824,01,9,16,75.2
20140824,01,10,5,293
20140824,01,11,4,103.4
20140824,01,12,6,63.7
20140824,01,13,12,18.9
20140824,01,14,15,36.6
20140824,01,15,10,304
20140824,01,16,18,336.9
20140824,01,17,14,442
20140824,01,18,17,261.8
20140824,02,1,11,1.5
20140824,02,2,12,26.6
20140824,02,3,8,121.4
20140824,02,4,4,92.6
20140824,02,5,3,16.9
20140824,02,6,2,11.2
20140824,02,7,5,5.5
20140824,02,8,14,9
20140824,02,9,7,256.1
20140824,02,10,16,34.6
20140824,02,11,9,376.9
20140824,02,12,10,91.9
20140824,02,13,6,231.5
20140824,02,14,13,54
20140824,02,15,18,181.5
20140824,02,16,15,22.5
20140824,02,17,17,321.2
20140824,02,18,1,326.6
20140824,03,1,6,114.6
20140824,03,2,11,2.1
20140824,03,3,13,2.5
20140824,03,4,2,17
20140824,03,5,5,114.2
20140824,03,6,7,63.4
20140824,03,7,12,52.7
20140824,03,8,14,35.6
20140824,03,9,10,15.2
20140824,03,10,4,33.2
20140824,03,11,3,8.8
20140824,03,12,15,226.4
20140824,03,13,8,42.4
20140824,03,14,9,64.1
20140824,03,15,1,290.7
20140824,04,1,12,59.7
20140824,04,2,3,6.6
20140824,04,3,4,10.9
20140824,04,4,11,72.2
20140824,04,5,2,20.4
20140824,04,6,5,68.6
20140824,04,7,1,2.8
20140824,04,8,6,4
20140824,04,9,10,6.3
20140824,04,10,13,132
20140824,04,11,9,11
20140824,04,12,14,23.5
20140824,04,13,7,210.1
20140824,04,14,8,119.9
20140824,05,1,9,2.2
20140824,05,2,7,4.5
20140824,05,3,2,21
20140824,05,4,8,5
20140824,05,5,3,10.5
20140824,05,6,6,96.3
20140824,05,7,1,16.2
20140824,05,8,10,88.8
20140824,05,9,4,6.8
20140824,05,10,11,46.1
20140824,06,1,5,3.5
20140824,06,2,8,3.2
20140824,06,3,4,99.9
20140824,06,4,15,7.8
20140824,06,5,9,15.1
20140824,06,6,6,8.5
20140824,06,7,7,19.2
20140824,06,8,10,109.4
20140824,06,9,11,9.2
20140824,06,10,13,85.4
20140824,06,11,3,93.4
20140824,06,12,1,7.9
20140824,06,13,2,85.6
20140824,06,14,14,117.3
20140824,06,15,12,378.4
20140824,07,1,11,5.9
20140824,07,2,6,201.5
20140824,07,3,14,1.6
20140824,07,4,2,20.3
20140824,07,5,1,15.8
20140824,07,6,18,125.4
20140824,07,7,12,57.6
20140824,07,8,13,40.3
20140824,07,9,8,18.1
20140824,07,10,15,102.4
20140824,07,11,7,19.4
20140824,07,12,17,8.3
20140824,07,13,16,43.5
20140824,07,14,3,96.6
20140824,07,15,9,236.1
20140824,07,16,4,127.5
20140824,07,17,5,242.2
20140824,07,18,10,57.2
20140824,08,1,14,2.9
20140824,08,2,11,5.4
20140824,08,3,6,22.6
20140824,08,4,7,14
